RecordID,Acerage,List_Price,Address,Cities_Towns,County,Style,Full_Baths,Half_Baths,Bedrooms,Rooms,Basmnt_Desc,Exterior,Cool_System,Heat_System,Water,Sewer,FHA_55_,Land_Assessment,Building_Assessment,Tax_Amount
558,0,289000,7 IDALROY TRL,Hopatcong Boro,Sussex,Bi-Level,3,0,3,8,1,1,1,1,1,1,0,104100,350000,12500
559,0,289900,239 SQUAW TRAIL,Hopatcong Boro,Sussex,Raised Ranch,3,0,3,7,1,0,1,1,1,1,0,104100,350000,12500
560,0,289900,28 MAXIM DR,Hopatcong Boro,Sussex,Raised Ranch,2,0,4,8,1,1,1,1,1,1,0,118100,375900,13807
561,0.18,298000,223 WINDSOR AVE,Hopatcong Boro,Sussex,Bi-Level,2,1,3,9,1,0,1,1,1,1,0,118100,375900,13807
562,0,299000,124 MAXIM DR,Hopatcong Boro,Sussex,Cape Cod,1,1,3,7,1,0,1,1,1,1,0,125900,0,0
563,0,299000,117 BRENDONA AVE,Hopatcong Boro,Sussex,Colonial,2,0,3,8,1,1,1,1,1,1,0,125900,0,0
564,0,299777,8 HOLIDAY DR,Hopatcong Boro,Sussex,Raised Ranch,3,0,6,12,1,0,1,1,1,1,0,117600,342500,12859
565,0,299900,5 BEAR POND TRL,Hopatcong Boro,Sussex,A-Frame,2,0,3,5,1,0,1,1,1,1,0,117600,342500,12859
566,0.14,305000,13 UNGER AVE,Hopatcong Boro,Sussex,Raised Ranch,2,0,3,8,1,1,1,1,1,1,0,130800,322300,12664
567,0,305000,47 INDIAN TRL,Hopatcong Boro,Sussex,Ranch,1,0,3,8,1,1,1,0,1,1,1,130800,322300,12664
568,0.22,309000,3 HELEN STREET,Hopatcong Boro,Sussex,Bi-Level,3,0,4,9,1,1,1,0,1,0,0,102400,312000,11582
569,0.28,309900,7 RIDGE RD,Hopatcong Boro,Sussex,Ranch,3,0,4,8,1,1,1,1,1,0,0,102400,312000,11582
570,0.18,312000,110 RANDOLPH AVE,Hopatcong Boro,Sussex,Raised Ranch,3,0,3,8,1,1,1,1,0,1,0,93300,344200,12026
571,0.40,319000,58 W RIVER STYX RD,Hopatcong Boro,Sussex,Ranch,2,0,3,7,1,0,1,1,0,1,0,93300,344200,12026
572,0,319900,237 SQUAW TRAIL,Hopatcong Boro,Sussex,Bi-Level,2,0,4,9,1,1,1,1,1,1,0,75000,0,0
573,0.20,325000,24 DELAWARE AVE,Hopatcong Boro,Sussex,Ranch,1,0,3,7,1,0,1,0,1,1,0,75000,0,0
574,0.23,330000,16 THOMPSON LN,Hopatcong Boro,Sussex,Cape Cod,3,0,3,8,1,1,1,0,1,0,0,131700,326000,12792
575,0,335000,530 NARITICONG AVE,Hopatcong Boro,Sussex,Bi-Level,2,1,4,10,1,0,1,1,1,0,0,131700,326000,12792
576,0,345000,232 KNOX WAY,Hopatcong Boro,Sussex,Custom Home,2,0,3,7,1,1,1,1,0,0,0,57300,0,1496
577,0,345800,7 RUTGERS WAY,Hopatcong Boro,Sussex,Raised Ranch,2,0,3,9,1,0,1,1,0,0,0,57300,0,1496
578,0,345900,5 RYERSON RD,Hopatcong Boro,Sussex,Colonial,1,1,2,5,1,0,1,1,0,1,0,108900,353800,12932
579,0.14,349900,20 SHORE RD,Hopatcong Boro,Sussex,Custom Home,1,0,3,7,1,1,1,0,0,1,0,108900,353800,12932
580,0.25,349900,44 ELBA AVE,Hopatcong Boro,Sussex,Ranch,1,0,3,7,1,1,1,0,1,0,0,102000,309500,11501
581,0,349900,4 KISLING AVE,Hopatcong Boro,Sussex,Lakestyle,2,0,3,7,1,1,1,1,1,0,0,102000,309500,11501
582,0,349900,20 LEO AVE,Hopatcong Boro,Sussex,Ranch,1,0,2,6,1,0,1,1,0,0,0,109200,422800,14869
583,0.64,350000,341 Lakeside Av,Hopatcong Boro,Sussex,Contemporary,5,0,6,14,1,1,1,1,0,0,0,109200,422800,14869
584,0.16,350000,2 PAPAKATING RD,Hopatcong Boro,Sussex,Colonial,2,1,4,7,1,0,1,1,0,1,0,117000,375700,13770
585,0.09,350000,313 SQUAW TRL,Hopatcong Boro,Sussex,Colonial,1,1,2,5,1,0,1,1,0,1,0,117000,375700,13770
586,0.21,359000,210 MAXIM DR,Hopatcong Boro,Sussex,Colonial,2,1,4,7,1,0,1,1,1,1,0,106900,352300,12834
587,0,365000,153 ROLLINS TRL,Hopatcong Boro,Sussex,Cottage,1,0,2,5,1,1,1,0,1,1,0,106900,352300,12834
588,0,369900,35 LINES AVE,Hopatcong Boro,Sussex,Raised Ranch,3,0,4,9,1,0,1,0,1,0,0,100900,291400,10964
589,1.12,384999,421 LAKESIDE BLVD,Hopatcong Boro,Sussex,Colonial,2,1,4,11,1,1,1,1,1,0,0,100900,291400,10964
590,0,393456,504 MARINERS POINTE,Hopatcong Boro,Sussex,Bi-Level,3,0,4,10,0,0,1,1,0,1,0,80000,259100,9321
591,0.48,399000,38 ONEIDA AVE,Hopatcong Boro,Sussex,Contemporary,3,0,4,9,0,0,1,1,0,1,0,80000,259100,9321
592,0.18,399000,10 COULTER PL,Hopatcong Boro,Sussex,Cape Cod,4,0,5,10,1,1,1,1,1,1,0,148400,318100,13038
593,0.23,399900,433B LAKESIDE BLVD,Hopatcong Boro,Sussex,Lakestyle,1,0,2,6,1,1,1,1,1,1,0,148400,318100,13038
594,0.76,399900,20 RIDGE RD,Hopatcong Boro,Sussex,Colonial,3,1,4,13,1,0,1,1,1,0,0,85500,368300,12460
595,0.28,425000,16 HILLTOP RD,Hopatcong Boro,Sussex,Colonial,2,1,3,9,1,1,1,1,1,0,0,85500,368300,12460
596,0,464900,39 INDIAN TRL,Hopatcong Boro,Sussex,Ranch,1,0,2,6,1,1,1,1,0,1,0,128100,438900,15847
597,0,474900,413B LAKESIDE BLVD,Hopatcong Boro,Sussex,Colonial,1,1,3,7,1,1,1,1,0,1,0,128100,438900,15847
598,5.00,485000,502 MARINERS POINTE,Hopatcong Boro,Sussex,Multi Floor Unit,3,0,2,5,1,1,1,1,1,1,0,128100,431900,15652
599,0,494900,202 MARINERS POINTE,Hopatcong Boro,Sussex,Ranch,2,0,2,6,1,0,1,1,1,1,0,128100,431900,15652
600,0,498000,203 MARINERS POINTE,Hopatcong Boro,Sussex,Contemporary,2,0,3,7,1,1,1,1,1,0,0,150500,509100,18435
601,0.18,499000,203 LAKESIDE BLVD,Hopatcong Boro,Sussex,Ranch,2,1,3,10,1,0,1,1,1,0,0,150500,509100,18435
602,0,499000,22 KISLING AVE,Hopatcong Boro,Sussex,Custom Home,3,1,4,11,1,1,1,1,0,0,0,100000,1,2700
603,0,499922,468-6 RIVER STYX ROAD -468-,Hopatcong Boro,Sussex,Lakestyle,2,0,2,6,1,1,1,1,0,0,0,100000,1,2700
604,0,524900,223 LAKESIDE BLVD A & B,Hopatcong Boro,Sussex,Colonial,4,0,3,13,1,1,0,1,0,1,0,70500,33600,3451
605,0,539900,468 RIVER STYX RD -7,Hopatcong Boro,Sussex,Colonial,2,0,2,7,0,1,1,0,0,1,0,85000,29200,3781
606,5.00,539900,18 HILLTOP RD,Hopatcong Boro,Sussex,Multi Floor Unit,3,0,2,5,0,1,0,0,1,0,0,63600,80100,4757
607,5.00,575000,468-8 RIVER STYX RD unit 8,Hopatcong Boro,Sussex,Multi Floor Unit,2,1,3,6,0,0,1,1,1,0,0,62500,103100,5491
608,5.00,595000,468-5 RIVER STYX RD unit 5,Hopatcong Boro,Sussex,Multi Floor Unit,2,1,3,6,0,1,1,1,1,1,0,85000,34100,3943
609,0.22,6,468-9 RIVER STYX RD unit 9,Hopatcong Boro,Sussex,Colonial,3,0,4,7,0,1,1,0,0,1,0,85000,34400,3953
610,0,599000,229 Squaw Trail,Hopatcong Boro,Sussex,Carriage House,2,1,7,17,1,1,0,1,1,1,0,61300,50700,3713
611,0,599000,1A POINT PLEASANT RD,Hopatcong Boro,Sussex,Multi Floor Unit,2,2,3,7,0,0,0,0,1,1,0,75500,135100,6983
612,0.27,619000,332 LAKESIDE AVE,Hopatcong Boro,Sussex,Colonial,4,0,6,12,1,1,0,0,0,0,0,74900,91800,5527
613,0.62,659000,19 SKYLINE DR,Hopatcong Boro,Sussex,Multi Floor Unit,2,2,3,7,1,1,1,0,1,0,0,78400,98200,5856
614,0,659000,351 LAKESIDE BLVD,Hopatcong Boro,Sussex,Lakestyle,2,0,3,7,0,1,0,0,0,0,0,64000,73300,4552
615,0.62,659000,504 LAKESIDE AVE,Hopatcong Boro,Sussex,Multi Floor Unit,2,2,3,7,1,1,0,0,1,0,0,75800,69700,4817
616,0.62,695000,26 SHORE Rd,Hopatcong Boro,Sussex,Multi Floor Unit,2,2,3,7,1,0,0,0,0,0,0,65000,30800,3176
617,0.62,700000,237 MAXIM DR,Hopatcong Boro,Sussex,Multi Floor Unit,2,2,3,7,1,1,1,0,0,0,0,69800,34300,3451
618,0.48,729900,33 COVE RD,Hopatcong Boro,Sussex,Custom Home,3,1,4,10,1,1,0,0,0,0,0,42900,50700,3103
619,0.30,750000,1 BASS ROCK RD,Hopatcong Boro,Sussex,Expanded Ranch,2,0,3,10,1,1,0,0,0,0,0,68400,105800,5776
620,0,850000,323 LAKESIDE BLVD,Hopatcong Boro,Sussex,Cottage,2,0,5,11,0,0,0,0,0,1,0,65600,34600,3317
621,0.98,998300,35 ELBA AVE,Hopatcong Boro,Sussex,Custom Home,3,1,3,8,1,0,1,0,0,0,0,70300,90400,5320
622,0.45,1100000,245 Maxim Drive,Hopatcong Boro,Sussex,Colonial,3,0,5,11,1,0,0,0,0,1,0,63300,62100,4158
623,0.33,1150000,38 BYRAM BAY RD,Hopatcong Boro,Sussex,Colonial,3,1,5,16,0,0,0,0,0,1,0,71200,139800,6996
624,0,1200000,88 STATESVILLE QUARRY RD,Hopatcong Boro,Sussex,Custom Home,3,1,4,10,0,0,1,0,0,1,0,72400,34100,3531
625,0.00,1290000,54 ROUTE 15,Hopatcong Boro,Sussex,Expanded Ranch,3,0,4,15,0,0,0,0,1,0,0,64600,29300,3113
626,0,1378000,106-108 ROUTE 15,Hopatcong Boro,Sussex,Expanded Ranch,4,1,5,13,1,0,1,0,0,0,0,69400,40300,3637
627,0.64,1499900,110 ROUTE 15,Hopatcong Boro,Sussex,Colonial,3,1,5,17,0,0,1,0,0,1,0,65000,70300,4486
628,0.75,1995000,45 HAMPTON HEIGHTS RD,Hopatcong Boro,Sussex,Colonial,4,1,4,15,1,1,0,0,0,1,0,61500,147600,6933
629,1.50,2050000,17 BEAVER RUN RD,Hopatcong Boro,Sussex,Custom Home,4,2,5,16,1,0,0,1,0,1,0,45000,129000,5769
630,1.17,3900000,168 ROUTE 94,Hopatcong Boro,Sussex,Custom Home,5,1,5,15,0,1,0,0,0,0,0,64100,108400,5720
631,2.49,149000,183 STATESVILLE QUARRY,Hopatcong Boro,Sussex,Contemporary,4,2,6,18,1,0,1,0,1,1,0,67700,116700,6114
632,3.00,169900,23 VIOLET TRL,Lafayette Twp.,Sussex,Raised Ranch,2,0,3,8,1,0,0,1,0,0,0,84200,223900,10216
633,0,249900,15 VILLAGE DR,Lafayette Twp.,Sussex,Victorian,1,0,3,6,1,1,0,0,0,1,0,70900,52700,4098
634,0.25,250000,44 FOX HILL RD,Lafayette Twp.,Sussex,Colonial,2,0,5,10,1,1,0,1,1,1,0,64600,59900,4128
635,0,254900,11 VILLAGE DR,Lafayette Twp.,Sussex,Colonial,1,1,4,6,1,1,1,0,0,1,0,72500,72500,4808
636,3.00,289000,41A Monroe,Lafayette Twp.,Sussex,Custom Home,2,1,3,8,1,1,0,1,0,0,0,64700,109800,5786
637,0.55,399000,105-C HEMLOCK HL,Lafayette Twp.,Sussex,Colonial,2,0,3,8,1,1,0,0,1,1,0,64600,55100,3969
638,4.21,479000,43 ROUTE 23,Lafayette Twp.,Sussex,Colonial,1,1,5,10,1,0,0,1,1,0,0,67500,76400,4771
639,3.23,650000,109B BIERSKILL RD,Lafayette Twp.,Sussex,Colonial,3,1,4,15,1,0,0,0,0,1,0,65300,47500,3740
640,3.04,659000,378A SHORE DR.,Lafayette Twp.,Sussex,Colonial,5,1,4,12,0,1,1,1,0,0,0,63600,60300,4108
641,5.24,700000,230C SHORE DR.,Lafayette Twp.,Sussex,Colonial,3,0,4,11,0,1,1,0,1,0,0,73100,138000,7000
642,30.45,879000,354-A Lake Shore South,Lafayette Twp.,Sussex,Custom Home,3,1,5,9,1,1,0,1,0,1,0,75100,112100,6207
643,6.87,935000,241-B N LAKE SHR,Lafayette Twp.,Sussex,Colonial,4,1,5,12,0,1,0,1,1,0,0,69200,72900,4712
644,9.52,45000,274D Lake Shore South,Lafayette Twp.,Sussex,Custom Home,3,1,3,8,1,1,1,0,0,1,0,65000,120200,6141
645,0.33,50000,295-B S LAKE SHR,Montague Twp.,Sussex,Multi Floor Unit,1,0,2,6,1,1,1,0,0,0,0,82500,76700,5279
646,0.35,54000,2 NEW MASHIPACONG RD,Montague Twp.,Sussex,Ranch,1,0,2,5,0,0,0,1,1,1,0,80200,123100,6741
647,0.51,68500,228-B SHORE DRIVE,Montague Twp.,Sussex,Cottage,1,0,1,4,0,1,1,1,1,1,0,85000,43900,5721
648,1.30,69900,106 RIVER RD,Montague Twp.,Sussex,First Floor Unit,1,0,2,6,0,0,1,0,1,1,0,65800,138700,6781
649,0.40,75000,104 RIVERVIEW WAY,Montague Twp.,Sussex,One Floor Unit,1,0,2,4,0,1,1,1,1,1,0,63900,53000,3876
650,1.27,75500,271-A Lake Shore South,Montague Twp.,Sussex,First Floor Unit,1,1,2,6,1,0,1,1,1,1,0,69200,95400,5458
651,0.59,85000,55 DECKERTOWN TNPK,Montague Twp.,Sussex,1/2 Duplex,2,0,3,7,1,0,1,0,1,1,0,68200,98000,5511
652,0.38,89900,312-B S LAKE SHR,Montague Twp.,Sussex,One Floor Unit,1,0,2,5,1,0,0,0,0,1,0,70600,52300,4075
653,0.26,90900,355-A Lakeshore South,Montague Twp.,Sussex,Multi Floor Unit,1,0,2,5,0,1,1,0,0,1,0,72000,133300,6807
654,0.74,94000,343 RIVER RD,Montague Twp.,Sussex,Colonial,2,0,5,9,1,0,1,1,1,1,0,74000,127500,6681
655,0.40,94900,603A SLEEPY HOLLOW RD,Montague Twp.,Sussex,Multi Floor Unit,1,1,2,7,1,0,1,0,1,0,0,66900,83500,4987
656,1.01,104900,358-B LAKE SHORE SOUTH,Montague Twp.,Sussex,Colonial,2,0,6,12,0,0,0,0,0,0,0,74100,107300,6015
657,0.52,105000,182 CLOVE RD,Montague Twp.,Sussex,Ranch,1,0,2,5,0,0,0,0,1,0,0,49800,203000,8382
658,0.39,125000,283-B S LAKE SHR,Montague Twp.,Sussex,1/2 Duplex,1,1,2,7,0,1,1,0,0,0,0,69000,118300,6210
659,14.67,125000,29 OLD MASHIPACONG RD,Montague Twp.,Sussex,Colonial,1,1,2,4,1,0,0,1,0,0,0,66600,142900,6947
660,0.30,129900,116 OVERLOOK DR,Montague Twp.,Sussex,Multi Floor Unit,1,1,3,7,0,1,1,0,0,0,0,52500,184100,7845
661,0.59,139711,41 NEW MASHIPACONG RD,Montague Twp.,Sussex,Multi Floor Unit,3,0,4,9,1,0,1,0,0,1,0,72500,142200,7119
662,1.71,140000,16 HILL RD,Montague Twp.,Sussex,Converted Structure,0,1,1,2,0,0,0,1,0,0,0,72700,176900,8277
663,0.22,145000,14 MINISINK DR,Montague Twp.,Sussex,1/2 Duplex,3,0,3,7,1,1,0,1,1,0,0,73700,165000,7915
664,0.39,149000,142 RIVERVIEW WAY,Montague Twp.,Sussex,Multi Floor Unit,2,0,3,11,1,1,0,0,0,0,0,72600,122200,6459
665,1.00,162000,110 NORTH CT,Montague Twp.,Sussex,Raised Ranch,1,0,3,6,0,0,0,0,0,0,0,74200,123300,6549
666,0.29,199000,347 RIVER RD,Montague Twp.,Sussex,1/2 Duplex,2,0,3,6,1,0,1,0,1,0,0,78400,93000,5683
667,0.69,199900,268-C NEW RD,Montague Twp.,Sussex,Bi-Level,2,0,3,7,0,1,1,0,0,1,0,71900,125700,6552
668,0.47,205000,109 OVERLOOK DR,Montague Twp.,Sussex,Split Level,1,0,3,7,1,0,1,0,0,0,0,79300,137300,7182
669,1.19,220000,15 MINISINK DR,Montague Twp.,Sussex,Ranch,1,1,2,5,0,0,1,0,0,0,0,74300,130400,6787
670,1.00,225000,103 ARMSTRONG RD,Montague Twp.,Sussex,Chalet,1,1,3,6,1,1,0,0,0,0,0,68600,92800,5352
671,0.57,229000,11 BIRCHWOOD DR,Montague Twp.,Sussex,Ranch,2,0,2,6,1,1,0,0,1,0,0,82000,99300,6011
672,0.60,235000,335 NEW RD,Montague Twp.,Sussex,Bi-Level,2,0,3,7,0,1,1,0,0,0,0,73600,138500,7033
673,0.89,245000,34 CLOVE RD,Montague Twp.,Sussex,Colonial,2,1,4,11,0,1,1,0,1,0,0,74500,130300,6791
674,1.04,247500,19 BROOKHAVEN WAY,Montague Twp.,Sussex,Colonial,1,1,3,9,0,0,1,1,0,0,0,73600,108200,6028
675,6.13,249000,296 Lake Shore South,Montague Twp.,Sussex,Custom Home,2,0,3,6,0,1,1,1,0,1,0,74000,129900,6761
676,0.42,249900,25 New Mashipacong Rd,Montague Twp.,Sussex,Bi-Level,2,1,3,7,0,1,1,1,1,1,0,83300,99800,6071
677,0.58,249999,57 CLOVE RD,Montague Twp.,Sussex,Cape Cod,2,1,2,7,0,1,0,0,1,0,1,61300,127700,6267
678,0.65,258000,157 RIVER RD,Montague Twp.,Sussex,Bi-Level,3,0,4,8,0,1,0,0,0,1,0,74000,78600,5060
679,0.76,259000,5 COLE HAVEN TER W,Montague Twp.,Sussex,Bi-Level,2,1,3,7,1,1,1,0,1,0,0,54200,156100,6973
680,0.70,259000,424 Lake Shore North,Montague Twp.,Sussex,Colonial,2,1,3,7,0,1,1,0,0,0,0,74400,133700,6900
681,1.00,262500,242 Lake Shore North,Montague Twp.,Sussex,Raised Ranch,2,0,3,8,1,1,0,1,1,1,0,78800,84200,5405
682,2.25,269000,93 DECKERTOWN TNPK,Montague Twp.,Sussex,Bi-Level,2,0,4,9,1,0,1,0,0,1,0,72500,94100,5524
683,0.34,269000,7 HIDDEN HOLLOW WAY,Montague Twp.,Sussex,Colonial,2,1,3,7,0,1,1,0,0,0,0,73000,161500,7776
684,1.15,280000,48 RIVER RD,Montague Twp.,Sussex,Raised Ranch,3,0,4,10,0,1,1,0,0,1,0,81500,142900,7441
685,0.72,285000,10 PALMER ST,Montague Twp.,Sussex,Raised Ranch,2,1,4,7,0,1,1,0,0,0,0,70500,155900,7507
686,14.86,329900,40 MILL ST,Montague Twp.,Sussex,Cape Cod,2,0,2,8,0,0,1,1,0,0,0,74100,135500,6950
687,0.92,361000,84 WOODSIDE AVE,Montague Twp.,Sussex,Colonial,2,1,3,8,1,1,1,1,1,1,0,67500,117100,6121
688,0.48,389000,11 HAMILTON ST,Montague Twp.,Sussex,Cape Cod,3,1,4,10,1,0,1,1,0,0,0,78700,160400,7928
689,1.73,389000,4 ORCHARD ST,Montague Twp.,Sussex,Colonial,3,0,4,8,1,1,1,1,1,0,0,76200,168800,8677
690,2.37,459000,18 MADISON ST,Montague Twp.,Sussex,Custom Home,3,1,3,9,1,1,1,1,1,0,0,74200,174800,8256
691,5.55,619000,105 LAKE AVE,Montague Twp.,Sussex,Log Home,2,0,3,7,1,1,1,0,0,1,0,72000,195300,8863
692,7.46,100000,15 HAMILTON ST,Montague Twp.,Sussex,Ranch,1,0,3,8,1,1,0,0,1,0,0,230100,96500,10814
693,0.09,103900,176 MAIN ST,Newton Town,Sussex,Colonial,1,0,3,7,0,1,1,0,0,0,0,72700,144600,7205
694,0.68,107500,54 SPARTA AVE,Newton Town,Sussex,Cape Cod,1,1,3,7,1,1,1,1,0,1,0,79000,153800,7708
695,0.17,109000,12 ELM ST,Newton Town,Sussex,Colonial,2,0,3,8,0,1,1,0,1,0,0,66600,268000,11095
696,0.08,115500,11 STUART ST,Newton Town,Sussex,Colonial,1,0,3,6,1,0,1,1,0,0,0,78800,179000,8548
697,0.12,125000,31 UNION PL,Newton Town,Sussex,Colonial,1,0,3,6,1,1,1,1,0,1,0,81500,143700,7217
698,0.05,140000,17 MERRIAM AVE,Newton Town,Sussex,Cape Cod,1,0,4,7,0,0,1,1,0,0,0,72300,119500,6360
699,0.16,152000,10 Hillcrest Avenue,Newton Town,Sussex,Colonial,1,1,4,7,1,0,1,0,0,0,0,71500,203800,9128
700,0.29,159950,81 WOODSIDE AVE,Newton Town,Sussex,Ranch,1,0,2,6,0,0,1,0,1,0,0,78600,168400,8190
701,0.12,169900,51 SUSSEX ST,Newton Town,Sussex,Colonial,1,1,3,7,1,1,0,1,0,0,0,77800,183900,8664
702,0.10,174900,6 GREGG CT,Newton Town,Sussex,Ranch,1,0,2,7,1,0,0,0,0,0,0,79300,176700,8488
703,0.14,179900,18 DIVISION ST,Newton Town,Sussex,Ranch,1,0,2,7,0,0,0,0,0,1,0,234000,245500,15900
704,0.36,189000,4 GREGG CT,Newton Town,Sussex,Colonial,1,1,4,9,1,1,0,0,0,1,0,120400,96500,7192
705,0.12,189000,8 STUART ST,Newton Town,Sussex,Ranch,1,0,2,4,1,0,1,1,1,0,0,241300,124200,12119
706,0.34,189000,62 PATERSON AVE,Newton Town,Sussex,Custom Home,1,0,2,5,1,0,1,1,1,0,0,70100,5000,2490
707,0.20,189900,8 MAPLE AVE,Newton Town,Sussex,Ranch,1,0,2,5,1,0,0,0,0,1,0,259400,121600,12614
708,0.28,195000,12 WALKER ST,Newton Town,Sussex,Ranch,1,0,2,7,1,0,1,1,0,1,0,92500,311600,13399
709,0.37,199999,8 FOSTER ST,Newton Town,Sussex,Colonial,2,0,3,7,0,1,1,1,0,1,0,14800,0,490
710,0.17,208000,4 LINWOOD AVE,Newton Town,Sussex,Colonial,1,0,3,7,1,0,1,1,0,1,0,6500,0,215
711,0,209000,4 GARDNER AVE,Newton Town,Sussex,Multi Floor Unit,2,1,2,6,1,0,1,1,1,1,0,70400,234800,10120
712,0.15,219500,52 LINCOLN PL,Newton Town,Sussex,Colonial,1,1,3,7,1,0,1,0,0,1,0,214700,59600,9096
713,0,219999,85 RYERSON AVE,Newton Town,Sussex,Multi Floor Unit,2,1,2,6,0,1,0,0,0,0,0,70900,199500,8966
714,0.26,229900,5 STRATFORD LN,Newton Town,Sussex,Colonial,2,0,4,8,0,0,1,0,0,0,0,40800,0,1352
715,0.46,239000,7 STRATFORD LN,Newton Town,Sussex,Ranch,1,0,3,6,0,0,1,1,1,0,0,75800,174200,8290
716,0.19,239900,3 STRATFORD LN,Newton Town,Sussex,Cape Cod,2,0,3,7,1,1,1,1,1,0,0,52700,190300,8057
717,0.63,259000,58 PLAINFIELD AVE,Newton Town,Sussex,Colonial,2,0,3,6,1,1,1,1,0,1,0,78500,196300,9098
718,0.16,265000,29 SLATE HILL RD,Newton Town,Sussex,Colonial,2,0,3,10,1,1,1,1,0,0,0,242400,85200,10863
719,0.21,280000,75 HIGH ST,Newton Town,Sussex,Victorian,1,0,4,10,1,1,1,1,0,0,0,80300,278400,11644
720,0.47,289900,12 OGDEN WAY,Newton Town,Sussex,Bi-Level,3,1,4,8,1,0,1,0,1,0,0,78100,215200,9725
721,1.21,289999,9 A AVE,Newton Town,Sussex,Cape Cod,2,1,3,8,1,0,1,0,1,0,0,234000,73500,10196
722,0.59,292000,45 KENNEDY AVE,Newton Town,Sussex,Ranch,1,1,3,7,1,1,0,1,0,1,0,243500,121400,12100
723,0.34,305000,19 BEARDSLEE HILL DR,Newton Town,Sussex,See Remarks,2,1,4,9,0,0,1,0,0,1,0,0,0,0
724,0.35,307000,15 JEFFERSON TER,Newton Town,Sussex,Colonial,2,1,3,7,1,1,1,1,0,0,0,173400,116800,9623
725,0.29,320000,30 BEARDSLEE HILL DR,Newton Town,Sussex,Colonial,2,1,3,7,1,1,1,0,0,0,0,252700,141100,13038
726,0.39,329000,28 LINCOLN AVE,Newton Town,Sussex,Bi-Level,3,0,3,8,1,1,0,0,1,1,0,149700,172300,10677
727,0.34,399000,27 WILSON DR,Newton Town,Sussex,Carriage House,4,0,4,14,0,1,1,0,0,0,0,88500,284700,12375
728,2.21,95000,110 HIGH ST,Newton Town,Sussex,Custom Home,2,1,4,12,0,0,0,1,1,0,0,143900,260200,13399
729,0.17,169900,10 ADAMS DR,Ogdensburg Boro,Sussex,Colonial,1,0,3,6,1,0,1,1,1,0,0,75600,367200,14683
730,0.35,170000,9 BEARDSLEE HILL DR,Ogdensburg Boro,Sussex,Raised Ranch,2,0,2,7,1,1,1,1,1,1,0,192600,163600,11811
731,0.11,189900,5 WILLIS DR,Ogdensburg Boro,Sussex,Ranch,1,0,4,8,0,0,1,1,0,1,0,0,0,0
732,0.25,240000,12 CORK HILL RD,Ogdensburg Boro,Sussex,Ranch,2,0,2,6,0,1,1,1,0,1,0,0,0,0
733,0.20,249900,233 ROUTE 206,Ogdensburg Boro,Sussex,Raised Ranch,1,1,3,7,0,0,1,1,1,1,0,0,0,0
734,0.26,249900,61 MOUNTAIN TRL,Ogdensburg Boro,Sussex,Expanded Ranch,2,0,4,12,1,0,0,1,1,1,0,236700,266000,16670
735,0.34,259000,172 ROUTE 645,Ogdensburg Boro,Sussex,Bi-Level,2,1,3,9,1,0,1,1,1,0,0,249900,238700,16201
736,0.35,265000,130 ROUTE 645,Ogdensburg Boro,Sussex,Bi-Level,2,1,3,8,0,0,1,0,1,1,0,1,1,3695
737,0.57,265000,2 HIRAMS GROVE RD,Ogdensburg Boro,Sussex,Split Level,2,0,4,11,1,0,1,1,0,1,0,257000,250200,16818
738,0.52,289000,150 ROUTE 645,Ogdensburg Boro,Sussex,Ranch,2,1,3,7,0,1,1,1,0,1,0,1,1,3675
739,0.28,299900,3 VAN SICKLE RD,Ogdensburg Boro,Sussex,Split Level,1,1,3,8,0,1,1,1,1,0,0,193100,232300,14106
740,0.42,309900,65 E SHORE TRL,Ogdensburg Boro,Sussex,Bi-Level,2,1,4,12,0,1,1,1,1,1,0,125000,1,3675
741,1.90,389000,23 W Shore Trl,Ogdensburg Boro,Sussex,Colonial,2,0,3,10,0,1,1,1,1,1,0,125000,1,3675
742,1.00,57950,69 ROUTE 645,Ogdensburg Boro,Sussex,Colonial,2,1,3,8,0,0,1,1,0,1,0,125000,1,3675
743,0.18,80000,20 CEMETERY RD,Sandyston Twp.,Sussex,Cape Cod,1,0,2,5,0,0,1,0,1,0,0,281600,423300,23374
744,1.00,194000,163 ROUTE 645,Sandyston Twp.,Sussex,Ranch,1,0,1,5,1,0,1,1,1,1,0,349700,204300,18370
745,1.04,225000,54 E SHORE TRL,Sandyston Twp.,Sussex,Ranch,1,0,2,6,1,0,1,0,1,0,0,234200,446500,22572
746,1.08,230150,41 MEYERS RD,Sandyston Twp.,Sussex,Colonial,2,0,3,6,0,0,1,1,0,0,0,378200,334800,23643
747,0.78,245000,5 VAN AUKEN RD,Sandyston Twp.,Sussex,Log Cabin,1,0,1,4,1,1,0,1,0,1,0,282600,272700,18163
748,1.03,265000,93 ROUTE 560,Sandyston Twp.,Sussex,Colonial,1,1,3,10,1,1,1,1,0,0,0,266400,627400,29638
749,1.01,269000,78 RIDGE RD,Sandyston Twp.,Sussex,Bi-Level,1,0,3,8,1,0,1,1,0,1,0,285500,502000,26113
750,0.23,270000,93 RIDGE RD,Sandyston Twp.,Sussex,Custom Home,1,0,2,6,1,1,1,1,0,0,0,329600,391500,23911
751,1.89,279000,7 KELLY PL,Sandyston Twp.,Sussex,Ranch,2,0,3,7,1,1,1,0,0,1,0,287000,534900,27254
